metric,base_time,base_index,best_time,best_index,max speedup
train_time,47.09866714477539,QPara,0.7917897701263428,SIMDQPara,59.48380355717408
build_time,45.49922561645508,QPara,2.4881579875946045,SIMDCPara,18.286308925439613
query_time,117.93989300727844,QPara,15.76601505279541,SIMDQPara,7.480640644597569
