metric,base_time,base_index,best_time,best_index,max speedup
train_time,1.3853769302368164,QPara,0.0284430980682373,SIMDQPara,48.70696317655639
build_time,4.489776611328125,QPara,0.2351629734039306,SIMDCPara,19.092191880123085
query_time,12.90974736213684,QPara,1.6946160793304443,SIMDQPara,7.618095638061914
