metric,base_time,base_index,best_time,best_index,max speedup
train_time,0.0955965042114257,QPara,0.00569748878479,CacheV2SIMDQPara,16.778708624513637
build_time,0.0559154510498046,QPara,0.0071651935577392,QPara,7.803760023957726
query_time,0.6347283363342285,QPara,0.0106560230255126,CacheV2SIMDQPara,59.565218169533324
