n_threads,train_time,build_time,query_time,qps
1,0.48436880111694336,1.6363630294799805,12.678216457366943,20.192114629124024
2,0.24468588829040527,0.8694820404052734,7.400884628295898,34.59045950010244
4,0.12852931022644043,0.47519755363464355,4.071305990219116,62.879086124946895
8,0.0727241039276123,0.2920382022857666,3.603823184967041,71.03567152458432
