n_threads,train_time,build_time,query_time,qps
1,0.037228059768676755,0.022133922576904295,0.3098295211791992,826.2608386240081
2,0.01958742141723633,0.012288284301757813,0.16423091888427735,1558.7807809830636
4,0.010726451873779297,0.007326269149780273,0.0944143295288086,2711.452819477862
8,0.0074784278869628905,0.005243825912475586,0.06576247215270996,3892.797694793636
