n_threads,train_time,build_time,query_time,qps
1,22.686638593673706,28.999820232391357,31.48517370223999,3.1760980881260177
2,11.48851752281189,15.007203817367554,16.0718891620636,6.222043904834906
4,5.780067205429077,7.906351566314697,9.956168174743652,10.044024793963946
8,2.9736125469207764,4.314667701721191,5.028964519500732,19.884809211166964
16,1.6493291854858398,2.6121792793273926,3.772033214569092,26.51090123325538
32,0.8753142356872559,1.7629997730255127,4.224968194961548,23.668817227844272
64,0.5404801368713379,1.383310317993164,3.900750160217285,25.63609456967366
128,0.797051191329956,1.2781305313110352,5.512365818023682,18.141031147285588
