n_threads,train_time,build_time,query_time,qps
1,17.844064235687256,17.691519737243652,117.3903386592865,2.180758680175665
2,9.654478788375854,10.292895555496216,61.709110498428345,4.148496031335924
4,5.049294710159302,6.287143230438232,34.517958879470825,7.416429253360435
8,2.86747670173645,4.573744773864746,22.133928298950195,11.56595415609718
